,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
5637,5638,005226867.jpg,-1,-1,644,750,1000,594,1082,636,776,508,-1,-1,1041,615,898,337,843.5048,256.7051,745.4952,112.2949,547,419,702,470,898,309,898,365,683,526,508,543,5.235851793166035,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5638,5639,068553862.jpg,-1,-1,-1,-1,985,599,960,613,-1,-1,-1,-1,973,606,946,168,858.6881,131.9145,687.3119,61.0855,739,247,892,301,967,146,925,189,886,510,652,444,5.563084036755151,cooking or food preparation,home activities
5639,5640,043621442.jpg,-1,-1,-1,-1,745,617,880,605,-1,-1,-1,-1,813,611,746,223,723.1557,216.6394,513.8443,158.3606,365,406,489,363,572,237,919,208,1047,332,1049,563,6.518198524132262,cooking or food preparation,home activities
5640,5641,080256075.jpg,416,425,427,344,426,282,478,276,470,355,463,428,452,279,438,171,422.3476,148.0612,395.6524,108.9388,421,258,407,222,404,178,471,163,492,222,472,249,1.4208729710991057,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5641,5642,029845066.jpg,833,533,709,541,798,482,912,502,812,563,878,614,855,492,813,344,807.962,320.5978,787.038,223.4022,708,489,684,379,752,322,874,366,848,505,722,518,2.982669944864836,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5642,5643,063809273.jpg,809,534,718,553,809,482,895,509,800,560,883,610,852,496,822,344,817.4506,318.9781,798.5494,215.0219,693,392,732,392,757,314,886,373,846,496,750,519,3.169817660371019,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5643,5644,028815214.jpg,-1,-1,-1,-1,969,632,1128,667,-1,-1,-1,-1,1049,650,1007,431,963.9284,387.9284,823.0716,247.0716,762,398,820,324,998,322,1016,539,892,698,735,530,5.976048192576763,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5644,5645,023600793.jpg,1002,694,938,566,1091,599,1054,698,849,706,-1,-1,1073,649,993,415,980.6643,398.8266,870.3357,254.1734,855,297,963,253,1033,268,952,561,745,568,646,450,5.457770973575201,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5645,5646,073051465.jpg,1002,599,913,481,1023,535,942,553,719,582,886,652,983,544,864,287,837.6212,273.2769,717.3788,210.7231,750,224,869,164,903,218,824,355,766,454,712,336,4.066211996440914,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5646,5647,004032524.jpg,1008,549,826,423,967,408,1097,535,892,524,996,652,1032,472,1032,265,1012.8819,230.5042,913.1181,50.4958,814,386,948,330,967,237,1097,293,973,483,857,392,6.174160347771995,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5647,5648,009476847.jpg,998,582,791,549,1051,501,1142,530,919,543,969,710,1097,516,963,240,952.0,219.0,857.0,44.0,801,530,869,402,876,235,1049,245,975,514,834,435,5.981732190594962,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5648,5649,000678817.jpg,1122,619,1093,475,1186,288,1273,331,1157,535,-1,-1,1233,309,1015,206,1003.0,201.0,856.0,144.0,853,363,969,317,979,185,1051,226,1122,437,1140,512,4.727695421661594,"maple syrupingsugar bushing (including carrying buckets, carrying wood)",home activities
5649,5650,015294319.jpg,-1,-1,-1,-1,493,653,586,643,-1,-1,-1,-1,540,648,526,332,540.1181,245.5627,560.8819,118.4373,405,434,376,473,409,323,643,340,662,487,684,454,3.8642981251451087,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5650,5651,006899001.jpg,-1,-1,-1,-1,468,613,597,613,-1,-1,-1,-1,533,613,529,316,538.1648,262.5386,561.8352,124.4614,503,434,376,480,430,315,628,317,650,474,668,444,4.202741962100457,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5651,5652,099580237.jpg,-1,-1,-1,-1,399,467,480,472,-1,-1,-1,-1,440,470,472,199,456.5401,157.5674,412.4599,39.4326,275,220,345,315,410,198,533,199,552,371,390,385,3.7827228288628287,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5652,5653,028880997.jpg,-1,-1,-1,-1,352,457,471,444,-1,-1,-1,-1,412,451,378,213,374.1329,167.025,363.8671,44.975,263,273,313,369,308,220,447,205,510,382,357,363,3.6744305681288902,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5653,5654,014926801.jpg,-1,-1,-1,-1,359,464,464,450,-1,-1,-1,-1,412,457,396,210,389.8392,160.4852,375.1608,42.5148,257,278,326,367,322,219,470,200,511,358,377,346,3.5664032301465856,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5654,5655,024099626.jpg,-1,-1,-1,-1,373,463,456,467,-1,-1,-1,-1,415,465,425,200,418.1615,163.0017,392.8385,25.9983,177,204,240,223,356,193,493,207,470,378,321,352,4.179722478825598,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5655,5656,093612557.jpg,-1,-1,-1,-1,357,463,445,462,-1,-1,-1,-1,401,463,413,189,405.6593,155.028,377.3407,23.972,244,242,311,264,366,188,459,189,344,321,183,333,4.022417183734179,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5656,5657,052016022.jpg,-1,-1,-1,-1,314,438,453,436,-1,-1,-1,-1,384,437,415,198,402.3107,142.8504,375.6893,27.1496,249,275,315,326,356,198,474,197,394,345,290,243,3.561716440145116,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5657,5658,036481810.jpg,-1,-1,-1,-1,371,474,450,474,-1,-1,-1,-1,411,474,408,206,402.6191,138.5968,394.3809,35.4032,293,270,297,369,328,206,488,206,522,359,404,328,3.105659350282964,"kitchen activity, general, (e.g., cooking, washing dishes, cleaning up), moderate effort",home activities
5658,5659,087339146.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,610,351,619.6503,273.0099,649.3497,32.9901,657,634,396,710,425,361,795,340,1056,537,812,605,7.255506047134134,"standing, miscellaneous",miscellaneous
5659,5660,039499027.jpg,-1,-1,-1,-1,669,557,799,547,-1,-1,-1,-1,734,552,727,260,715.146,231.4485,645.854,64.5515,566,483,605,415,628,268,826,251,805,448,625,512,5.421291359076728,cooking or food preparation,home activities
5660,5661,033500857.jpg,-1,-1,-1,-1,700,586,816,586,-1,-1,-1,-1,758,586,744,265,734.5818,242.7387,665.4182,79.2613,568,489,603,394,644,257,843,272,799,468,636,522,5.325188447369726,cooking or food preparation,home activities
5661,5662,020728252.jpg,-1,-1,-1,-1,721,553,861,555,-1,-1,-1,-1,791,554,802,282,797.3298,244.9494,776.6702,81.0506,499,444,503,413,675,274,929,290,948,501,948,483,4.9558692476698765,cooking or food preparation,home activities
5662,5663,031668436.jpg,-1,-1,-1,-1,732,603,887,617,-1,-1,-1,-1,810,610,824,271,819.0621,213.0328,805.9379,58.9672,590,560,659,463,702,271,945,271,990,515,956,446,4.638710165552488,cooking or food preparation,home activities
5663,5664,067730396.jpg,-1,-1,-1,-1,731,590,901,603,-1,-1,-1,-1,816,597,850,275,854.1894,251.6441,885.8106,75.3559,466,506,621,381,725,259,975,290,989,518,1018,499,5.373052763560024,cooking or food preparation,home activities
5664,5665,028958270.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,718,259,707.2718,222.6774,658.7282,58.3226,516,452,586,477,623,268,812,249,737,450,566,429,5.141212308395755,cooking or food preparation,home activities
5665,5666,057719975.jpg,-1,-1,-1,-1,669,547,828,561,-1,-1,-1,-1,749,554,790,267,786.6815,229.5488,772.3185,67.4512,537,357,572,375,679,233,901,301,828,470,671,586,4.88197992621846,cooking or food preparation,home activities
5666,5667,017401045.jpg,800,694,868,569,844,444,765,418,797,559,844,708,805,431,881,257,894.9871,225.9952,927.0129,155.0048,938,485,948,405,942,282,820,232,751,310,712,384,2.3363972265006647,bowling,sports
5667,5668,076075931.jpg,-1,-1,602,677,598,510,523,491,532,569,564,708,561,501,658,337,661.2789,328.0881,693.7211,239.9119,700,494,711,428,724,356,591,318,487,290,378,243,2.8186464836868064,bowling,sports
5668,5669,001583807.jpg,-1,-1,134,573,234,379,168,365,262,511,251,687,201,372,355,238,362.3601,227.982,419.6399,150.018,505,200,474,286,416,266,294,209,174,251,80,322,2.902313559903547,bowling,sports
5669,5670,055781013.jpg,-1,-1,427,625,400,468,336,468,387,606,-1,-1,368,468,513,351,508.8209,360.194,542.1791,286.806,459,331,506,330,570,363,456,339,316,384,214,416,2.418409394622837,bowling,sports
5670,5671,037946138.jpg,40,564,213,535,311,368,256,362,333,485,320,650,284,365,413,258,417.8046,251.341,465.1954,185.659,537,246,516,319,461,278,365,238,261,280,181,352,2.42981480775799,bowling,sports
5671,5672,050655000.jpg,184,620,310,567,365,413,314,413,370,519,384,641,340,413,432,294,441.1,281.5473,479.9,228.4527,497,222,503,286,485,310,379,277,307,328,253,391,1.9728233575259595,bowling,sports
5672,5673,056283024.jpg,447,701,567,658,659,530,584,490,679,607,686,710,622,510,730,321,744.9185,297.5566,792.0815,223.4434,874,199,849,271,806,339,653,303,564,372,539,439,2.635414198944826,bowling,sports
5673,5674,031336769.jpg,785,715,803,610,801,420,730,405,730,572,766,718,766,413,808,290,808.2808,289.824,882.7192,243.176,918,312,896,288,867,285,748,294,663,306,578,315,2.635414198944826,bowling,sports
5674,5675,029510886.jpg,-1,-1,588,652,594,493,486,474,462,600,-1,-1,540,484,578,322,575.1122,326.6204,625.8878,245.3796,767,340,712,311,650,321,505,323,416,348,321,350,2.8740939441848448,bowling,sports
5675,5676,073340185.jpg,895,674,866,535,825,384,764,378,772,527,777,670,795,381,842,241,849.1537,219.7271,872.8463,149.2729,841,320,879,352,900,254,783,227,722,290,701,373,2.2299345281868703,bowling,sports
5676,5677,087127699.jpg,866,657,844,538,882,391,791,399,775,548,789,676,837,395,751,222,752.2872,221.8964,662.7128,229.1036,767,383,786,286,792,227,709,216,754,193,781,177,2.6959169126662634,bowling,sports
5677,5678,019258163.jpg,464,705,478,558,460,392,377,403,421,541,424,669,419,398,505,288,515.1012,294.9446,590.8988,347.0554,513,255,522,275,522,286,487,289,459,350,477,446,2.7594782115465235,bowling,sports
5678,5679,009761876.jpg,152,498,293,546,385,376,322,351,369,565,385,692,354,364,473,269,486.253,265.9322,567.747,247.0678,613,376,585,387,528,293,417,245,340,272,249,304,2.5094636877229366,bowling,sports
5679,5680,089779581.jpg,-1,-1,406,637,392,481,281,478,332,646,-1,-1,337,480,441,242,440.7664,242.5946,485.2336,129.4054,471,446,483,392,516,283,366,201,373,315,434,436,3.6483157758066938,bowling,sports
5680,5681,034989546.jpg,-1,-1,-1,-1,532,549,415,518,369,696,-1,-1,474,534,574,223,592.3514,178.7527,645.6486,50.2473,681,570,661,408,688,257,460,189,357,313,270,435,4.173585508888011,bowling,sports
5681,5682,055131739.jpg,977,586,980,519,962,456,921,463,950,500,961,577,942,460,1001,389,999.8709,389.6721,1044.1291,363.3279,996,346,1006,370,1025,391,977,386,970,423,988,495,1.5451601858707076,bowling,sports
5682,5683,035954314.jpg,-1,-1,776,994,759,785,682,783,720,994,-1,-1,721,784,782,583,792.1371,529.177,813.8629,413.823,872,754,843,744,855,595,708,571,708,703,797,725,3.5214633321958635,bowling,sports
5683,5684,012580234.jpg,630,632,739,646,814,559,790,553,820,654,820,765,802,556,899,459,901.5857,453.3977,926.4143,399.6023,957,473,949,471,943,471,854,447,798,469,739,511,1.7774588602834107,bowling,sports
5684,5685,058933164.jpg,-1,-1,193,966,157,744,97,732,138,961,-1,-1,127,738,101,443,129.2121,383.8773,187.7879,261.1227,254,788,193,646,155,451,47,434,68,617,169,749,4.080423507431551,bowling,sports
5685,5686,020299356.jpg,900,711,890,605,872,509,844,487,806,569,675,575,858,498,970,422,971.6706,419.5155,1007.3294,366.4845,994,354,1004,394,996,440,944,404,884,412,822,438,1.9171478816199856,bowling,sports
5686,5687,045186904.jpg,519,557,653,524,695,438,707,450,708,545,708,648,701,444,773,360,781.907,347.959,818.093,299.041,815,500,810,459,812,381,734,338,671,368,638,406,1.8254204995014165,bowling,sports
5687,5688,079694750.jpg,894,848,1004,717,1115,535,1040,521,1089,719,1134,853,1078,528,1170,379,1171.1583,370.8197,1184.8417,274.1803,1228,267,1245,352,1212,404,1127,354,1089,307,1084,234,2.928098359003673,bowling,sports
5688,5689,059042610.jpg,927,718,984,625,1053,424,952,421,969,585,1028,762,1003,423,1106,275,1118.2365,240.4371,1150.7635,148.5629,1211,354,1182,400,1163,323,1049,226,925,180,807,102,2.9238659339990263,bowling,sports
5689,5690,009691733.jpg,428,623,593,505,682,336,634,345,649,508,648,690,658,341,779,241,790.1923,209.0552,815.8077,135.9448,751,298,802,268,835,266,723,216,656,268,575,316,2.3240378654402343,bowling,sports
5690,5691,054802150.jpg,390,415,562,481,743,348,661,333,704,520,743,670,702,341,842,241,839.743,247.368,872.257,155.632,909,161,892,241,886,274,798,208,747,200,695,157,2.919824652269379,bowling,sports
5691,5692,070273830.jpg,753,799,865,665,949,522,847,506,924,672,963,815,898,514,1028,326,1034.8488,309.9764,1074.1512,218.0236,1099,360,1088,399,1083,376,972,276,872,217,837,165,3.0,bowling,sports
5692,5693,079270341.jpg,183,688,400,684,566,522,466,468,568,600,563,793,516,495,677,378,680.6455,365.3971,708.3545,269.6029,709,504,714,511,727,422,627,333,484,336,370,333,2.991636341536183,bowling,sports
5693,5694,062911758.jpg,1512,829,1500,623,1478,423,1383,413,1393,607,1377,811,1431,418,1472,181,1488.8256,130.0209,1522.1744,28.9791,1605,480,1583,361,1551,199,1393,163,1318,294,1318,381,3.192090224288781,bowling,sports
5694,5695,015265816.jpg,1182,797,1348,644,1452,455,1375,444,1428,639,1439,854,1414,450,1572,274,1595.5253,247.9047,1667.4747,168.0953,1712,189,1734,316,1650,296,1494,251,1397,320,1280,407,3.223602953218649,bowling,sports
5695,5696,071017327.jpg,168,730,365,652,555,493,468,442,552,598,559,793,512,468,670,341,670.1502,340.5539,702.8498,243.4461,629,379,689,403,734,372,606,310,463,310,367,316,3.073968119548412,bowling,sports
5696,5697,067734185.jpg,281,769,435,665,509,448,441,437,544,615,532,817,475,443,622,268,638.2724,223.689,670.7276,135.311,734,412,730,385,703,309,540,227,422,282,319,338,2.8244645510255566,bowling,sports
5697,5698,002442688.jpg,553,853,534,639,503,520,460,446,426,625,250,806,482,483,664,284,687.0411,257.9617,763.9589,171.0383,869,299,826,346,743,315,584,253,474,332,403,411,3.4820683508512573,bowling,sports
5698,5699,041174767.jpg,1110,857,1310,665,1433,468,1336,446,1401,677,1418,903,1385,457,1549,268,1573.0656,235.2708,1649.9344,130.7292,1702,203,1738,302,1644,297,1454,239,1339,306,1228,362,3.892811837219981,bowling,sports
5699,5700,033295025.jpg,1000,723,1136,627,1231,477,1173,436,1277,571,1263,746,1202,457,1353,313,1374.0106,258.5382,1407.9894,170.4618,1444,525,1433,457,1441,367,1265,259,1179,298,1082,330,2.8321016930894265,bowling,sports
5700,5701,066941206.jpg,691,939,689,747,679,557,574,535,593,788,583,908,627,546,734,374,730.954,342.0172,741.046,447.9828,737,393,761,388,778,381,689,367,675,388,660,408,3.19335309666814,bowling,sports
5701,5702,021613581.jpg,468,814,630,691,759,530,711,492,786,670,786,862,735,511,863,327,870.8324,288.6415,894.1676,174.3585,904,278,923,321,935,364,791,290,716,314,632,323,3.4992296295041863,bowling,sports
5702,5703,059087192.jpg,-1,-1,392,1053,528,612,320,606,358,1053,-1,-1,424,609,698,314,718.3208,254.7745,794.6792,32.2255,916,959,873,683,851,370,544,258,333,423,209,693,7.05853015860951,bowling,sports
5703,5704,091320596.jpg,788,886,803,684,793,477,697,453,623,674,476,927,745,465,888,294,889.1169,290.5676,927.8831,171.4324,981,128,1003,191,971,309,805,278,659,263,517,222,3.758510343207798,bowling,sports
5704,5705,079780237.jpg,775,856,793,754,795,634,686,586,700,754,709,867,741,610,802,486,802.6779,482.7891,820.3221,399.2109,879,745,870,663,852,522,752,450,682,434,623,423,2.562611168320313,bowling,sports
5705,5706,092145774.jpg,728,977,829,801,856,587,761,557,809,762,824,985,809,572,938,370,955.4316,346.3039,1048.5684,219.6961,1029,649,1011,521,1020,420,856,319,776,301,654,269,4.7152518490532405,bowling,sports
5706,5707,097850597.jpg,806,896,871,751,892,561,784,561,890,667,926,836,838,561,979,371,988.1274,351.3409,1034.8726,250.6591,984,557,986,477,1034,398,924,343,885,424,931,545,3.330124322003609,bowling,sports
5707,5708,001067013.jpg,599,886,712,711,856,484,750,468,789,646,856,814,803,476,904,306,908.726,282.513,932.274,165.487,924,395,962,374,960,338,847,273,746,297,635,292,3.5811506530722776,bowling,sports
5708,5709,062274128.jpg,894,813,915,696,905,521,822,511,855,636,862,795,864,516,928,325,937.0,293.0,962.0,210.0,932,464,985,408,981,342,874,307,807,276,747,225,2.618970790215118,bowling,sports
5709,5710,041283940.jpg,899,989,978,792,1005,596,904,660,1050,851,1159,965,955,628,822,451,821.5554,436.063,817.4446,297.937,1172,437,1037,450,904,434,739,468,700,490,660,490,4.145613585465968,bowling,sports
5710,5711,085985449.jpg,410,607,567,747,757,571,656,518,807,689,798,934,707,545,952,426,956.2938,417.6766,1012.7062,308.3234,1043,343,1065,441,1014,482,889,369,769,292,718,215,3.6913997345180594,bowling,sports
5711,5712,025181470.jpg,790,951,792,732,763,533,691,504,821,711,713,893,727,519,957,398,973.4456,374.4177,1046.5544,269.5823,850,667,925,549,1014,465,900,331,749,359,751,460,3.834295763239972,bowling,sports
5712,5713,098102949.jpg,95,602,275,747,492,583,386,537,545,718,557,963,439,560,700,422,701.433,420.1826,780.567,319.8174,817,306,826,422,771,477,629,367,540,314,461,217,3.834295763239972,bowling,sports
5713,5714,061370797.jpg,418,922,588,761,742,554,682,518,783,711,812,910,712,536,949,419,958.2689,405.1487,1028.7311,299.8513,976,492,1045,530,1007,482,891,355,762,367,615,386,3.8009514598321297,bowling,sports
5714,5715,079353740.jpg,356,694,570,744,698,559,753,612,789,739,787,958,726,586,925,413,953.7685,371.8389,1026.2315,268.1611,818,660,895,578,986,497,864,328,712,355,654,468,3.794733192202055,bowling,sports
5715,5716,008559955.jpg,284,929,474,751,602,641,535,583,681,708,701,913,569,612,831,418,839.9192,404.5198,910.0808,298.4802,977,381,941,410,886,480,775,355,652,381,520,383,3.814490267388292,bowling,sports
5716,5717,018345788.jpg,1043,932,1067,720,1089,554,990,542,1024,718,1019,896,1040,548,1042,351,1048.1194,308.3754,1064.8806,191.6246,1209,557,1168,482,1122,355,961,347,930,463,915,576,3.5384335517287875,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
5717,5718,075840367.jpg,453,951,468,749,480,578,554,585,533,744,511,941,517,582,523,386,541.0485,345.3338,583.9515,248.6662,612,422,525,470,487,379,559,393,612,470,679,448,3.1728145234160783,"fishing in stream, in waders (Taylor Code 670)",fishing and hunting
